protein name	cluster
PRRT2	93
BNIP1	93
SPNS3	93
GRINA	93
TMCO5A	93
TMEM120A	93
AGPAT5	93
SLC35G1	93
TMEM176A	93
IFNGR2	93
TMEM115	93
CBLIF	93
SLC23A2	93
C5orf46	93
NSDHL	93
HEXB	93
VSIR	93
PTGES	93
MCFD2	93
LRCH4	93
MANBAL	93
RTN3	93
GAST	93
CLEC10A	93
PDCD1LG2	93
PVR	93
EVI2A	93
MSMO1	93
SLC39A2	93
PEX11G	93
LAYN	93
PGRMC2	93
ADGRG3	93
GPR151	93
RELL2	93
TMEM207	93
CXorf66	93
PEX12	93
SLC35G2	93
PRB1	93
YIPF4	93
CORIN	93
GJA5	93
LPCAT2	93
PIGP	93
FCGR2A	93
STMN4	93
TSNARE1	93
TMEM44	93
DARS2	93
SLC25A46	93
SYNDIG1	93
GPR152	93
GJA4	93
EBAG9	93
ASZ1	93
CLEC14A	93
ACSL5	93
TMEM45B	93
TMEM86B	93
FUNDC2	93
MFSD12	93
GPA33	93
GPR101	93
TLCD4	93
TMEM144	93
DAGLA	93
CLDN10	93
GJB3	93
VTA1	94
CHMP1B	94
ZFYVE19	94
MITD1	94
TTC33	94
VPS4B	94
ZNF165	95
ZNF490	95
ZNF250	95
ZNF329	95
ZNF648	95
ZCCHC13	95
NEXN	95
ZNF668	95
TEX11	96
STMN2	96
SIVA1	96
USP15	96
DMTN	96
CEP85L	96
ING3	96
CALM3	97
PDE4C	97
CALM2	97
IQCG	97
C11orf65	97
CALM1	97
IQCN	97
SPATA17	97
IQCE	97
POC5	97
KCNN1	97
PGAP2	98
TFRC	98
TMEM254	98
TMEM60	98
SNORC	98
BTN2A2	98
ATF2	99
CATSPER1	99
CREB5	99
RTN4R	99
AL365205.1	99
PRICKLE4	99
LGALS13	99
OTX1	99
FST	99
AMMECR1	99
EGFL7	99
HOXA1	99
HR	99
NINJ2	100
CEACAM3	100
SYS1	100
GJA1	100
NINJ1	100
TSPO	100
VSIG1	100
IMPDH1	101
SOX13	101
SPAG5	101
RNF146	101
DUSP4	101
TNFAIP3	101
TIFA	101
RIPK1	101
TRAF2	101
NDUFAF3	101
KLHL11	102
POU2F1	102
SOX10	102
KDF1	102
EBF1	102
POU6F2	102
MLLT10	102
HNF1B	102
HIVEP1	102
VAX2	102
SSUH2	102
PPIP5K2	102
ISX	102
FKBP7	103
MDK	103
OCIAD1	103
ZNF629	103
SNX12	103
TIGD3	104
RALY	104
HNRNPCL2	104
HNRNPCL1	104
PPP1R37	104
HNRNPC	104
RALYL	104
ABLIM1	105
NBPF6	105
VXN	105
GTF2F2	105
CCDC92	105
TSTD2	105
FHL2	105
FAM204A	105
ZNF85	105
GLYR1	105
SP2	105
SESTD1	106
PCMT1	106
SNF8	106
IQCB1	106
CLP1	106
DAGLB	106
FGF16	106
RPIA	106
ZBTB18	107
CACNB2	107
PRMT5	107
TMEM174	107
CACNB4	107
HOXA5	107
CTBP2	107
SRGAP2B	108
SNTG2	108
FTCD	108
MPP7	108
NUMB	108
PALS1	108
RAB11B	109
MYO5B	109
RAB11FIP2	109
RAB25	109
SH3BP5L	109
XAGE1A	110
XAGE1B	110
NOP53	110
TSPYL2	110
RYBP	110
ACTN2	111
MYOZ2	111
ACTN4	111
MICALL2	111
SYNPO2L	111
ACTN3	111
COA7	112
SPATA12	112
NR0B2	112
IVD	112
STXBP5L	112
GPSM3	112
YWHAZ	112
KRTAP19-4	112
C10orf82	112
HIGD2B	112
PRR5	112
CIDEC	112
RIPK4	112
MORN4	113
SYTL2	113
ZNF131	113
TRIM44	113
WBP11	113
CRYAA	114
CRYAA2	114
OAZ3	114
C21orf91	114
GNGT1	114
GORASP2	114
CRYAB	114
APIP	114
ASMTL	114
XPNPEP1	114
FEM1A	114
ETHE1	114
MSANTD4	114
RBM46	114
SHMT1	114
ODC1	114
RAB39A	114
CD3E	115
GRB2	115
CUEDC1	115
PAK2	115
FADD	115
ATP6V1C2	115
FAM53C	115
GAREM1	115
KCTD17	115
GRAP2	115
BTG1	115
VAV3	115
ZNF341	115
SH3KBP1	115
ZBTB12	115
NCK2	115
CHN1	115
EIF3H	115
INTS2	115
ANKK1	115
NCK1	115
CHN2	115
GAB2	115
PBLD	115
ONECUT3	115
OSTF1	115
KIAA0408	115
WASF1	115
C11orf68	115
KLHL12	116
KLHL3	116
PDGFRB	116
DVL1	116
KLHL24	116
KPNA2	117
KPNA4	117
KPNA5	117
DCPS	117
KPNA1	117
KPNA6	117
MAJIN	118
LYSMD1	118
NEK8	118
FKBP1B	118
TRIM69	118
ZNF135	119
KYNU	119
LMO4	119
BBS2	119
STAC	119
IGSF9	120
UBIAD1	120
DCBLD2	120
PAQR5	120
CYB5B	120
UNC45A	121
PLEKHB1	121
RRAS2	121
DIRAS2	121
RAB6B	121
NRAS	121
RAP1GDS1	121
RAP2B	121
DIRAS1	121
RGL3	121
PRRG2	122
NRG4	122
OTOP2	122
CTRL	122
VSIG4	122
FATE1	122
FAM221A	122
LMO1	123
ZNF641	123
AC010323.1	123
HNRNPM	123
ZNF460	123
NDUFA7	123
KRBOX4	123
GRHL3	124
CCDC150	124
ELL2	124
GCSAML	124
GTF2H4	124
EAF1	124
TNNI2	125
EFCAB2	125
TNNI1	125
TNNT2	125
DCAF11	125
ANTKMT	125
PEX19	126
UBE2V1	126
PMEPA1	126
HPCAL1	126
UBQLN2	126
UBAC1	126
SERPINI2	126
UBXN1	126
SRGN	126
CDH15	126
DPEP2NB	126
PEG10	126
ACOT7	126
CTAG2	126
ASB7	126
ITPRIPL1	126
SHISA4	126
RTL8C	126
MTX2	126
SLC16A3	126
PLOD3	126
CCDC158	126
MGST1	126
PPIL1	126
VIP	126
SMIM11A	126
PRR4	126
COL9A2	126
ASCL1	126
CSTF2T	126
STAM2	126
UBQLN1	126
LIF	126
COL10A1	126
LAIR2	126
DESI1	126
HIP1	126
IST1	126
CD99L2	126
RBM24	126
PLA2G2F	126
BAG6	126
DEXI	126
TXNDC12	126
TFF1	126
CSN3	126
C1QTNF4	126
RTL8B	126
ZG16B	126
CST1	126
SMIM19	126
PLAAT2	126
COL1A2	126
UBC	126
LAMB1	126
SEZ6L	126
OR7D4	126
SAMD11	126
CAPN15	126
DMKN	126
SLPI	126
GUCA2A	126
NME3	126
OSMR	126
ZG16	126
ODAPH	126
RNF128	126
UBB	126
ZFAND2A	126
HAUS8	126
FDCSP	126
SNX17	126
DPF2	126
NAXD	126
CDSN	126
CCDC138	126
PRAP1	126
ZFAND2B	126
SERPINE1	126
NCALD	126
SMIM11B	126
FZD7	126
F10	126
WFDC12	126
GAL	126
C6orf15	126
VSNL1	126
ZNF121	127
EZHIP	127
ZNF251	127
ZNF792	127
CSNK2A2	127
TRIM41	127
ZNF275	127
ZNF670	127
CA8	128
MAPK9	128
DUSP10	128
KLHL8	128
SULT2B1	128
ZNF559	128
MED12L	128
RING1	129
RNF2	129
PCGF2	129
PHC1	129
BMI1	129
PCGF3	129
SSX7	130
ARHGEF3	130
LRCH3	130
DNAAF11	130
TERF1	130
KDELR1	131
DLG3	131
DLGAP1	131
MAGI2	131
DLGAP3	131
DLGAP2	131
PLEKHA2	131
VTN	131
OSBP2	131
DLG2	131
EIF4H	131
ORC2	132
CENPS-CORT	132
CTNNA3	132
CENPS	132
RIPPLY3	132
COG4	132
ZNF662	132
SPATS1	132
GINS3	132
MKRN1	133
C1orf94	133
RPS27A	133
FAM168A	133
HEY1	133
OTUD7B	133
HSFY1	133
CDIP1	133
DAZAP2	133
HSFY2	133
TRIM26	133
PLEKHB2	133
LITAF	133
BHLHE40	133
UBA52	133
OTULIN	133
SPART	133
EPN3	133
SUSD6	133
RNF216	133
TRAF6	133
AOC1	133
USP5	133
CLEC4E	134
ITM2C	134
EREG	134
CSGALNACT2	134
CXCL9	134
OLFM4	134
H4C7	135
RSAD2	135
APOC4-APOC2	135
PORCN	135
GSDMA	135
APOC1	135
MAIP1	135
APOC4	135
LETMD1	135
SH3GLB1	136
COQ8A	136
PLIN2	136
SIN3A	136
C1D	136
TPD52L2	136
TPD52	136
BTBD1	137
TMA16	137
CASTOR1	137
PSMD5	137
BTBD2	137
ZC2HC1A	137
PSMC1	137
ZC2HC1B	137
GDF15	138
TACC3	138
MAPK8IP3	138
KLC1	138
BICRAL	138
DPYSL2	139
CRMP1	139
DPYSL3	139
DPYSL5	139
CFAP161	139
RBMY1J	140
RBMX	140
YTHDC1	140
RASD1	140
PRR3	140
RBMY1A1	140
RBMY1E	140
PCDHB14	140
RBM3	140
HNRNPK	140
TYK2	140
RBMY1F	140
APOBEC3C	140
CLK3	141
SRSF8	141
SRPK2	141
CLK1	141
U2AF1L5	141
HOXB6	141
U2AF1	141
DPPA4	142
TOX	142
CIR1	142
GRAP	142
FOXR1	142
EP400	143
ITPKB	143
GLI1	143
ZMIZ2	143
FRS2	143
EIF3M	143
ZNF783	143
PIN1	143
ZNF212	143
CDK17	144
BEND3	144
DPY30	144
GTF2I	144
GPATCH2	144
FAM136A	144
DYDC2	144
UBXN2A	144
ASH2L	144
ICA1L	144
BBC3	145
HSF2	145
ZXDC	145
MBIP	145
WDR5	145
MINDY3	146
LIMS4	146
TRIM49C	146
CKS1B	146
LIMS3	146
TRIM49	146
SMARCE1	147
TFG	147
KRT1	147
CCDC183	147
LURAP1	147
MED25	147
EXOC3L1	147
KRT74	147
KRT81	147
KRT3	147
ASB12	147
KRT6C	147
AC084337.2	147
KRT8	147
KRT72	147
KRT80	147
MED21	147
KRT2	147
KRT71	147
BRPF1	147
FBN1	147
MYOZ1	147
KLHL38	147
GOLGA7B	147
FAM110A	147
RFC2	147
KRT82	147
HGS	147
MEIS2	147
KRT79	147
GET4	147
TIMM10B	147
IFT74	147
KRT85	147
KRT4	147
KRT78	147
PSMB11	147
KRT6A	147
KRT5	147
SCT	147
LRRC61	147
KRT86	147
HSF4	147
KRT6B	147
C4orf45	148
SREK1IP1	148
C1orf35	148
FAM133A	148
PRPF40A	148
RNF151	148
KRCC1	148
MACROH2A1	148
RP9	148
VCX2	148
ARL6IP4	148
NKAPL	148
RPS25	148
NKAPD1	148
SREK1	148
DYNLT1	149
CCL28	149
CCDC68	149
OLFM3	149
DYNLT3	149
PPFIA1	149
DYNC1I2	149
CD37	150
TMEM262	150
ISLR2	150
LRRC3B	150
EMP1	150
TMEM190	151
CLDN20	151
SHISA3	151
SLC35B2	151
BTN2A1	151
DOLK	151
KCNA10	151
MAL	151
RAMP1	151
CLDN22	151
KCNA1	151
CLDN11	151
CLDN14	151
CLEC4C	151
CXADR	151
EIF4E2	152
EIF4EBP1	152
TYRO3	152
EIF4ENIF1	152
MGAT5B	152
SEC23A	153
MIA3	153
SEC23IP	153
ERLIN1	153
SEC23B	153
TMEM123	154
MAGEA11	154
SPDEF	154
PIK3IP1	154
C18orf54	154
GPX7	154
TCF25	154
CORO1A	154
SNX20	154
CASP7	154
CLUAP1	154
ZBTB43	155
PSMA3	155
NFKBIA	155
PSMA6	155
PSMD3	155
POLR2L	155
CCDC112	156
MMADHC	156
CINP	156
CEP57L1	156
PRRX1	156
SLC30A2	157
LTA	157
ORMDL1	157
CCL4	157
TAS2R5	157
FDPS	157
PCNX2	157
GLB1	157
UBL5	158
ZNF485	158
TEX35	158
NRIP3	158
CCDC28B	158
ZFP91	158
DEFB112	159
DZIP1L	159
MAGEA12	159
FUT9	159
HNRNPH2	159
ZFC3H1	159
FAM110B	159
INSYN2A	159
ZMAT5	159
ZNF343	159
ANKS1B	159
RBM17	159
HSF2BP	159
AGGF1	159
TBC1D30	159
DHX15	159
ZNF23	159
FKBP6	159
LRRC29	159
NUDT10	159
PDLIM7	159
SLAIN1	159
TULP3	159
PLB1	159
ADD1	159
CASS4	159
ODF3B	159
MEIS3	159
CDC42EP2	159
UBXN11	159
NPPA	159
FAM228A	159
CAMSAP3	159
PIH1D1	159
KCTD6	160
GPATCH11	160
ESCO2	160
DNAJB13	160
RAPGEF3	160
ZFP2	160
TBC1D7	160
RNF135	160
ZBTB49	160
EIF3D	160
ZFYVE26	160
TSN	160
ZZZ3	160
SH3GLB2	160
KIAA1328	160
GRB10	160
WT1	160
SNRPA1	160
ZNF205	160
STK19	160
ZBTB8A	160
MALSU1	160
INO80E	160
DCTD	160
DMD	160
MTG1	160
TSC22D4	160
PCBD1	160
CEP95	160
CALCOCO1	160
RAD18	160
C4orf46	160
FBXL3	160
DNTTIP2	160
ZNF576	160
IKZF1	160
SYCE1	160
DNTTIP1	160
VIM	160
TRIM10	160
IPO8	160
ROBO3	160
NATD1	160
ZNF624	160
NOC4L	160
C1orf131	160
CCM2	160
UTP3	160
TPM4	160
PTRH1	160
MSS51	160
TNK1	160
STMN3	160
GRIP1	160
VBP1	160
RUBCN	160
OARD1	160
ANKRD28	160
KATNBL1	160
TLNRD1	160
FAM219B	160
VAX1	160
DCUN1D5	160
HUS1	160
ZNF276	160
SLIRP	160
AEBP2	160
TNKS	160
ISCU	160
ARMCX1	160
CNKSR3	160
PICK1	160
CTNNAL1	160
PDCD5	160
ZNF71	160
SSNA1	160
YJU2B	160
PHF19	160
MSRA	160
CCBE1	161
COPS4	161
PEX14	161
CENPK	161
COPS6	161
MARF1	161
MAP1LC3B	162
MAP1LC3A	162
GABARAPL1	162
GABARAPL2	162
BSDC1	162
MAP1LC3C	162
SCYL3	162
LMNA	163
DUSP13	163
INPP5J	163
PELI1	163
TP63	163
ASB15	164
BLOC1S1	164
USHBP1	164
FCRL5	164
EXOC7	164
CAGE1	164
SEPTIN2	165
SEPTIN1	165
SEPTIN11	165
SEPTIN12	165
SEPTIN5	165
ZNF653	166
MAPRE3	166
MAPRE1	166
C20orf202	166
TRAIP	166
MARCHF7	166
KNSTRN	166
CCSER1	166
SPDYE2B	166
TROAP	166
SPDYE2	166
MAPRE2	166
YAF2	167
LARP4	167
MARK1	167
TGM5	167
SSBP1	167
HBM	168
HBQ1	168
HBA2	168
HBB	168
HBA1	168
HBD	168
HBZ	168
HBG2	168
HBE1	168
SNRPF	169
SNRPG	169
LSM5	169
LSM7	169
SNRPE	169
PLK3	169
TBPL1	169
TEX43	169
PDGFA	170
TNFRSF10B	170
ASPH	170
NUCB2	170
SOD3	170
TRIM68	171
INCA1	171
ASPSCR1	171
FAM86C1P	171
ZNF32	171
NUDT16L1	171
LGALS3	171
MAGED4B	171
GSTO2	171
KIR2DL4	171
KIF16B	171
NGLY1	171
PSMB2	171
THRSP	171
DOK4	171
C1orf56	171
GPSM1	172
TOX3	172
NUP62CL	172
AGR2	172
RCN1	172
RIIAD1	172
CREB1	172
UBE2D1	173
UBE2D4	173
UBE2E3	173
RNF11	173
CHFR	173
UBE2D2	173
ZNRF1	173
UBE2E2	173
UBXN7	173
UBTD1	173
UBE2D3	173
A1CF	174
ZMAT2	174
ENKD1	174
GADD45GIP1	174
ANKRD23	174
SNRNP48	174
FOS	174
LGALS4	174
LENG1	174
DVL3	175
GTF2A1	175
ZBTB9	175
PRPF38A	175
ABT1	175
SRSF7	175
CDYL2	175
ANKRD36B	175
TNFAIP8L1	175
LHX9	176
LDB1	176
SSBP4	176
LHX1	176
LMX1B	176
PRKAR2A	177
RSPH3	177
AKAP7	177
SPA17	177
AKAP5	177
AKAP14	177
C8orf34	177
MAP2K5	178
GABARAP	178
SQSTM1	178
ATG4B	178
PRKCI	178
VGLL1	179
IRX2	179
C7orf57	179
MLLT6	179
VPS37B	179
CRACR2A	179
WDR25	179
SIX1	179
TLE5	179
RUNX1	179
STH	179
TCF7L2	179
PNMA3	179
EYA2	179
TP53BP1	179
ZIM2	179
HOXC9	179
PATZ1	179
SIX2	179
PHC2	179
IRX6	179
RAMAC	179
THAP7	179
SMARCB1	179
KLF1	179
ETFDH	179
KLF4	179
SOX5	179
TLE3	179
ASB3	179
MYH7B	179
ABHD11	179
DERL1	180
CMTM5	180
NAT8	180
APOA5	180
MAL2	180
AGPAT4	180
SCAMP1	180
RHEX	180
GDNF	180
SYP	180
JOSD2	180
REEP5	180
DDA1	180
SMPD2	180
BSND	180
MCEE	180
DESI2	180
SSX3	180
SYNGR3	180
SCAMP5	180
SSX5	180
CNIH1	180
MRRF	180
TSPAN31	180
ECPAS	180
PRAF2	180
APOA4	180
RDH10	180
HTATIP2	180
GAD1	180
CMTM3	180
SUCLA2	180
CMTM6	180
WIPI2	180
TUFM	180
KRT14	181
KRT38	181
KRT73	181
KRT19	181
KRT40	181
KRT20	181
KRT77	181
KRT25	181
KRT33B	181
SLC25A42	181
KRT28	181
KRT35	181
KRT26	181
KRT15	181
KRT31	181
KRT16	181
KRT36	181
KRT39	181
KRT18	181
KRT37	181
VPS28	181
RHOBTB3	182
MXRA8	182
LGALS9B	182
POLL	182
ZNF580	182
PAX9	182
RWDD2A	182
LSM14B	182
CDK2AP1	182
TNIP3	182
MOB2	182
BTBD3	182
CASP6	182
KCTD13	182
POLR2J	182
ACY1	182
ASL	182
ARID4B	182
GNPDA2	182
HPRT1	182
RNF138	182
METTL17	182
ACOT13	182
SPANXB1	182
EFCAB3	182
NTAQ1	182
UFC1	182
DCTPP1	182
CCDC153	182
ARRB1	182
MCMBP	182
CCDC115	182
ZNF511	182
PPM1K	182
CGGBP1	182
TSHZ3	182
GSTA4	182
KCTD10	182
RBM39	182
GNMT	182
HELT	182
DAXX	182
TXNDC9	182
GAS7	182
PGPEP1	182
SAP18	182
TRIM73	182
LSM4	182
SPATA18	182
TNFAIP1	182
SELENOV	182
BEND5	182
AKIRIN2	182
FAM72D	182
MYDGF	182
BEX1	182
EIF2B1	182
FTL	182
RD3	182
PRR23B	182
ZBTB8B	182
ZNF19	182
CUTC	182
SFN	182
CCDC152	182
TBC1D13	182
ZNF185	182
MED22	182
CD22	182
KCTD4	182
NADSYN1	182
CUL3	182
CAVIN4	182
CDKN2AIPNL	182
BTBD6	182
SNRNP70	183
ZNF136	183
CLASRP	183
ZNF436	183
RSRP1	183
CLK2	183
GTPBP2	183
B4GALNT2	184
AURKC	184
TBCEL	184
OTX2	184
RPS26	184
EIF4G1	185
PAX7	185
CIB1	185
LSS	185
GLIS3	185
BLK	186
FYN	186
YES1	186
SOCS3	186
STAP2	186
RBM14	187
HOXD3	187
ATP6V0D2	187
NFKBID	187
RFX2	187
STRBP	188
STAU1	188
ADARB1	188
ZMAT4	188
TARBP2	188
ZNF346	188
PRKRA	188
NKRF	188
LRSAM1	188
FXR1	189
CCDC88B	189
LMNB2	189
AJUBA	189
EVI5L	189
HOOK2	189
ARHGAP45	189
CLIP3	189
ENPP7	189
CAB39	189
GOLGA2	189
FOXC2	189
CDR2	189
CNTROB	189
KIF24	189
SF3B4	189
HAP1	189
METTL27	189
LRRC73	189
PKN3	189
USH1G	189
RANBP3L	189
POF1B	189
FXR2	189
CEP83	189
GSE1	189
BLZF1	189
ARL4A	189
RNF169	189
SOCS7	189
RBM22	189
ZBTB10	189
BCAR1	190
PRAM1	190
FAM102A	190
COPB1	190
VCL	190
ARMC8	191
ZNF180	191
NANOS3	191
ZSCAN5A	191
CIB3	191
UBE2I	192
LUZP4	192
CBSL	192
ZMYM5	192
AKAP17A	192
ZNRD2	192
DDX39B	192
TLK2	192
CHMP4B	192
CHMP4A	192
CHTOP	192
DDX39A	192
ZCCHC7	192
CBS	192
AP1M1	193
SPATA6	193
CASP8	193
BRD1	193
ZNF219	193
ZNF707	193
CDKL3	193
PPP1R3C	194
PPP1R8	194
PPP1CB	194
CSRNP1	194
CSRNP2	194
PPP1R2C	194
PPP1CC	194
TPRN	194
PPP1R11	194
PPP1CA	194
PPP1R27	194
SDR16C5	195
CACFD1	195
COL8A2	195
AGTRAP	195
STAR	195
TFAM	195
CMTM4	195
FAM177A1	196
CERS2	196
TMEM258	196
AC012254.2	196
IER3IP1	196
DPM3	196
POMK	196
C19orf18	196
LRRC8E	197
PER1	197
ZNF618	197
WWTR1	197
TEAD1	197
C1orf74	197
SIRPA	197
TPTEP2-CSNK1E	197
CSNK1E	197
PER2	197
TEAD2	197
TRIM3	197
TRIM2	197
POLM	198
CTAG1A	198
RANBP10	198
REX1BD	198
BORCS8	198
KIF26A	198
CAMSAP1	198
BORCS8-MEF2B	198
LONRF3	198
CTAG1B	198
SOHLH1	198
AEN	199
ZBTB14	199
HOMEZ	199
ZBTB39	199
ZBTB33	199
KRT24	200
HAUS1	200
ODAD3	200
CCDC197	200
KRT13	200
KRT27	200
ZMYND19	201
TOX4	201
PTGES3L-AARSD1	201
SCN5A	201
TRIM45	201
BOLA2	202
BOLA1	202
BOLA2B	202
CLCNKA	202
SLITRK5	202
PMF1	203
SIK1B	203
SNX4	203
TIMM10	203
SNX7	203
TBC1D21	203
RHOA	204
RIPOR3	204
RPP25L	204
POP7	204
ARHGEF2	204
HSBP1L1	205
PCNA	205
TSNAXIP1	205
SPG21	205
PPM1J	205
CCNH	206
GOLT1B	206
SELENOK	206
SH3GL3	206
M6PR	206
IFNGR1	206
ZFYVE21	206
MEST	206
EI24	206
C6orf47	206
SNX10	206
SLAMF6	206
DUSP12	206
REEP6	206
RABAC1	206
SNX8	206
STIM1	206
ATP6V0E1	207
CLEC2A	207
PTPN5	207
COQ9	207
ERVFRD-1	207
AQP2	207
CHODL	207
LOC102724488	207
GHITM	207
SIT1	207
NCR3LG1	207
SUSD3	207
GOLM2	207
CD200R1	207
TMEM79	207
SLC13A3	207
SLC22A23	207
TMEM154	207
LRRC4C	207
TMEM47	207
CREB3L3	207
C16orf92	207
FNDC9	207
TMEM106A	207
GPR108	207
GPX8	207
RHAG	207
SLC1A1	207
BCL2L13	207
BNIP3L	207
RMDN3	207
BSCL2	207
SYNPR	207
ALG8	207
PLEKHO1	207
SIGLEC12	207
VKORC1	207
SYT15	207
TMEM236	207
FAM20B	207
NXPE3	207
PAGE1	207
CLEC4G	207
APOC3	207
JSRP1	207
MRM3	207
FAM209A	207
SLC14A2	207
IL27RA	207
TEX29	207
EOGT	207
SLC7A14	207
CLDN5	207
CYB5R3	207
TWSG1	207
HACD2	207
AMIGO1	207
SCGB1D1	207
SLC50A1	208
PSMB3	208
ZCCHC10	208
CT45A3	208
LZTFL1	208
UBE2R2	208
GKAP1	208
KCNJ2	208
PSME2	208
AC138696.1	208
NADK	208
ZFP41	208
MOB1A	208
SDC3	208
ZNF17	208
CT45A10	208
EXOSC4	208
DACH1	208
LGALS2	208
LURAP1L	208
SDCBP	208
SEPTIN3	208
ATF4	209
CEBPG	209
ATF5	209
ECSIT	209
NAP1L5	209
